account_id,customer_id,account_type,account_status,currency_code,branch_code,open_date,available_balance,account_country,relationship_tier
ACCT_SYN_000195,CUST_SYN_000195,CHECKING,ACTIVE,USD,SYN-BR-016,2025-01-05,619205.00,DE,STANDARD
ACCT_SYN_000196,CUST_SYN_000196,OPERATING,ACTIVE,EUR,SYN-BR-017,2025-01-04,627124.00,SG,PRIORITY
ACCT_SYN_000197,CUST_SYN_000197,SETTLEMENT,ACTIVE,GBP,SYN-BR-018,2025-01-03,635043.00,US,STRATEGIC
ACCT_SYN_000198,CUST_SYN_000198,CHECKING,ACTIVE,USD,SYN-BR-019,2025-01-02,642962.00,GB,STANDARD
ACCT_SYN_000199,CUST_SYN_000199,OPERATING,ACTIVE,EUR,SYN-BR-020,2025-01-01,650881.00,DE,PRIORITY
ACCT_SYN_000200,CUST_SYN_000200,SETTLEMENT,ACTIVE,GBP,SYN-BR-001,2024-12-31,658800.00,SG,STRATEGIC
ACCT_SYN_000201,CUST_SYN_000201,CHECKING,ACTIVE,USD,SYN-BR-002,2024-12-30,666719.00,US,STANDARD
ACCT_SYN_000202,CUST_SYN_000202,OPERATING,ACTIVE,EUR,SYN-BR-003,2024-12-29,674638.00,GB,PRIORITY
ACCT_SYN_000203,CUST_SYN_000203,SETTLEMENT,ACTIVE,GBP,SYN-BR-004,2024-12-28,682557.00,DE,STRATEGIC
ACCT_SYN_000204,CUST_SYN_000204,CHECKING,ACTIVE,USD,SYN-BR-005,2024-12-27,690476.00,SG,STANDARD
ACCT_SYN_000205,CUST_SYN_000205,OPERATING,ACTIVE,EUR,SYN-BR-006,2024-12-26,698395.00,US,PRIORITY
ACCT_SYN_000206,CUST_SYN_000206,SETTLEMENT,ACTIVE,GBP,SYN-BR-007,2024-12-25,706314.00,GB,STRATEGIC
ACCT_SYN_000207,CUST_SYN_000207,CHECKING,ACTIVE,USD,SYN-BR-008,2024-12-24,714233.00,DE,STANDARD
ACCT_SYN_000208,CUST_SYN_000208,OPERATING,ACTIVE,EUR,SYN-BR-009,2024-12-23,722152.00,SG,PRIORITY
ACCT_SYN_000209,CUST_SYN_000209,SETTLEMENT,ACTIVE,GBP,SYN-BR-010,2024-12-22,730071.00,US,STRATEGIC
ACCT_SYN_000210,CUST_SYN_000210,CHECKING,ACTIVE,USD,SYN-BR-011,2024-12-21,737990.00,GB,STANDARD
ACCT_SYN_000211,CUST_SYN_000211,OPERATING,ACTIVE,EUR,SYN-BR-012,2024-12-20,745909.00,DE,PRIORITY
ACCT_SYN_000212,CUST_SYN_000212,SETTLEMENT,ACTIVE,GBP,SYN-BR-013,2024-12-19,753828.00,SG,STRATEGIC
ACCT_SYN_000213,CUST_SYN_000213,CHECKING,ACTIVE,USD,SYN-BR-014,2024-12-18,761747.00,US,STANDARD
ACCT_SYN_000214,CUST_SYN_000214,OPERATING,ACTIVE,EUR,SYN-BR-015,2024-12-17,769666.00,GB,PRIORITY
ACCT_SYN_000215,CUST_SYN_000215,SETTLEMENT,ACTIVE,GBP,SYN-BR-016,2024-12-16,777585.00,DE,STRATEGIC
ACCT_SYN_000216,CUST_SYN_000216,CHECKING,ACTIVE,USD,SYN-BR-017,2024-12-15,785504.00,SG,STANDARD
ACCT_SYN_000217,CUST_SYN_000217,OPERATING,ACTIVE,EUR,SYN-BR-018,2024-12-14,793423.00,US,PRIORITY
ACCT_SYN_000218,CUST_SYN_000218,SETTLEMENT,ACTIVE,GBP,SYN-BR-019,2024-12-13,801342.00,GB,STRATEGIC
ACCT_SYN_000219,CUST_SYN_000219,CHECKING,ACTIVE,USD,SYN-BR-020,2024-12-12,809261.00,DE,STANDARD
ACCT_SYN_000220,CUST_SYN_000220,OPERATING,ACTIVE,EUR,SYN-BR-001,2024-12-11,817180.00,SG,PRIORITY
ACCT_SYN_000221,CUST_SYN_000221,SETTLEMENT,ACTIVE,GBP,SYN-BR-002,2024-12-10,825099.00,US,STRATEGIC
ACCT_SYN_000222,CUST_SYN_000222,CHECKING,ACTIVE,USD,SYN-BR-003,2024-12-09,833018.00,GB,STANDARD
ACCT_SYN_000223,CUST_SYN_000223,OPERATING,ACTIVE,EUR,SYN-BR-004,2024-12-08,840937.00,DE,PRIORITY
ACCT_SYN_000224,CUST_SYN_000224,SETTLEMENT,ACTIVE,GBP,SYN-BR-005,2024-12-07,848856.00,SG,STRATEGIC
ACCT_SYN_000225,CUST_SYN_000225,CHECKING,ACTIVE,USD,SYN-BR-006,2024-12-06,856775.00,US,STANDARD
ACCT_SYN_000226,CUST_SYN_000226,OPERATING,ACTIVE,EUR,SYN-BR-007,2024-12-05,864694.00,GB,PRIORITY
ACCT_SYN_000227,CUST_SYN_000227,SETTLEMENT,ACTIVE,GBP,SYN-BR-008,2024-12-04,872613.00,DE,STRATEGIC
ACCT_SYN_000228,CUST_SYN_000228,CHECKING,ACTIVE,USD,SYN-BR-009,2024-12-03,880532.00,SG,STANDARD
ACCT_SYN_000229,CUST_SYN_000229,OPERATING,ACTIVE,EUR,SYN-BR-010,2024-12-02,888451.00,US,PRIORITY
ACCT_SYN_000230,CUST_SYN_000230,SETTLEMENT,ACTIVE,GBP,SYN-BR-011,2024-12-01,896370.00,GB,STRATEGIC
ACCT_SYN_000231,CUST_SYN_000231,CHECKING,ACTIVE,USD,SYN-BR-012,2024-11-30,904289.00,DE,STANDARD
ACCT_SYN_000232,CUST_SYN_000232,OPERATING,ACTIVE,EUR,SYN-BR-013,2024-11-29,912208.00,SG,PRIORITY
ACCT_SYN_000233,CUST_SYN_000233,SETTLEMENT,ACTIVE,GBP,SYN-BR-014,2024-11-28,920127.00,US,STRATEGIC
ACCT_SYN_000234,CUST_SYN_000234,CHECKING,ACTIVE,USD,SYN-BR-015,2024-11-27,928046.00,GB,STANDARD
ACCT_SYN_000235,CUST_SYN_000235,OPERATING,ACTIVE,EUR,SYN-BR-016,2024-11-26,935965.00,DE,PRIORITY
ACCT_SYN_000236,CUST_SYN_000236,SETTLEMENT,ACTIVE,GBP,SYN-BR-017,2024-11-25,943884.00,SG,STRATEGIC
ACCT_SYN_000237,CUST_SYN_000237,CHECKING,ACTIVE,USD,SYN-BR-018,2024-11-24,951803.00,US,STANDARD
ACCT_SYN_000238,CUST_SYN_000238,OPERATING,ACTIVE,EUR,SYN-BR-019,2024-11-23,959722.00,GB,PRIORITY
ACCT_SYN_000239,CUST_SYN_000239,SETTLEMENT,ACTIVE,GBP,SYN-BR-020,2024-11-22,967641.00,DE,STRATEGIC
ACCT_SYN_000240,CUST_SYN_000240,CHECKING,ACTIVE,USD,SYN-BR-001,2024-11-21,25560.00,SG,STANDARD
ACCT_SYN_000241,CUST_SYN_000241,OPERATING,ACTIVE,EUR,SYN-BR-002,2024-11-20,33479.00,US,PRIORITY
ACCT_SYN_000242,CUST_SYN_000242,SETTLEMENT,ACTIVE,GBP,SYN-BR-003,2024-11-19,41398.00,GB,STRATEGIC
ACCT_SYN_000243,CUST_SYN_000243,CHECKING,ACTIVE,USD,SYN-BR-004,2024-11-18,49317.00,DE,STANDARD
ACCT_SYN_000244,CUST_SYN_000244,OPERATING,ACTIVE,EUR,SYN-BR-005,2024-11-17,57236.00,SG,PRIORITY
ACCT_SYN_000245,CUST_SYN_000245,SETTLEMENT,ACTIVE,GBP,SYN-BR-006,2024-11-16,65155.00,US,STRATEGIC
ACCT_SYN_000246,CUST_SYN_000246,CHECKING,ACTIVE,USD,SYN-BR-007,2024-11-15,73074.00,GB,STANDARD
ACCT_SYN_000247,CUST_SYN_000247,OPERATING,ACTIVE,EUR,SYN-BR-008,2024-11-14,80993.00,DE,PRIORITY
ACCT_SYN_000248,CUST_SYN_000248,SETTLEMENT,ACTIVE,GBP,SYN-BR-009,2024-11-13,88912.00,SG,STRATEGIC
ACCT_SYN_000249,CUST_SYN_000249,CHECKING,ACTIVE,USD,SYN-BR-010,2024-11-12,96831.00,US,STANDARD
ACCT_SYN_000250,CUST_SYN_000250,OPERATING,ACTIVE,EUR,SYN-BR-011,2024-11-11,104750.00,GB,PRIORITY
ACCT_SYN_000251,CUST_SYN_000251,SETTLEMENT,ACTIVE,GBP,SYN-BR-012,2024-11-10,112669.00,DE,STRATEGIC
ACCT_SYN_000252,CUST_SYN_000252,CHECKING,ACTIVE,USD,SYN-BR-013,2024-11-09,120588.00,SG,STANDARD
ACCT_SYN_000253,CUST_SYN_000253,OPERATING,ACTIVE,EUR,SYN-BR-014,2024-11-08,128507.00,US,PRIORITY
ACCT_SYN_000254,CUST_SYN_000254,SETTLEMENT,ACTIVE,GBP,SYN-BR-015,2024-11-07,136426.00,GB,STRATEGIC
ACCT_SYN_000255,CUST_SYN_000255,CHECKING,ACTIVE,USD,SYN-BR-016,2024-11-06,144345.00,DE,STANDARD
ACCT_SYN_000256,CUST_SYN_000256,OPERATING,ACTIVE,EUR,SYN-BR-017,2024-11-05,152264.00,SG,PRIORITY
ACCT_SYN_000257,CUST_SYN_000257,SETTLEMENT,ACTIVE,GBP,SYN-BR-018,2024-11-04,160183.00,US,STRATEGIC
ACCT_SYN_000258,CUST_SYN_000258,CHECKING,ACTIVE,USD,SYN-BR-019,2024-11-03,168102.00,GB,STANDARD
ACCT_SYN_000259,CUST_SYN_000259,OPERATING,ACTIVE,EUR,SYN-BR-020,2024-11-02,176021.00,DE,PRIORITY
ACCT_SYN_000260,CUST_SYN_000260,SETTLEMENT,ACTIVE,GBP,SYN-BR-001,2024-11-01,183940.00,SG,STRATEGIC
ACCT_SYN_000261,CUST_SYN_000261,CHECKING,ACTIVE,USD,SYN-BR-002,2024-10-31,191859.00,US,STANDARD
ACCT_SYN_000262,CUST_SYN_000262,OPERATING,ACTIVE,EUR,SYN-BR-003,2024-10-30,199778.00,GB,PRIORITY
ACCT_SYN_000263,CUST_SYN_000263,SETTLEMENT,ACTIVE,GBP,SYN-BR-004,2024-10-29,207697.00,DE,STRATEGIC
ACCT_SYN_000264,CUST_SYN_000264,CHECKING,ACTIVE,USD,SYN-BR-005,2024-10-28,215616.00,SG,STANDARD
ACCT_SYN_000265,CUST_SYN_000265,OPERATING,ACTIVE,EUR,SYN-BR-006,2024-10-27,223535.00,US,PRIORITY
ACCT_SYN_000266,CUST_SYN_000266,SETTLEMENT,ACTIVE,GBP,SYN-BR-007,2024-10-26,231454.00,GB,STRATEGIC
ACCT_SYN_000267,CUST_SYN_000267,CHECKING,ACTIVE,USD,SYN-BR-008,2024-10-25,239373.00,DE,STANDARD
ACCT_SYN_000268,CUST_SYN_000268,OPERATING,ACTIVE,EUR,SYN-BR-009,2024-10-24,247292.00,SG,PRIORITY
ACCT_SYN_000269,CUST_SYN_000269,SETTLEMENT,ACTIVE,GBP,SYN-BR-010,2024-10-23,255211.00,US,STRATEGIC
ACCT_SYN_000270,CUST_SYN_000270,CHECKING,ACTIVE,USD,SYN-BR-011,2024-10-22,263130.00,GB,STANDARD
ACCT_SYN_000271,CUST_SYN_000271,OPERATING,ACTIVE,EUR,SYN-BR-012,2024-10-21,271049.00,DE,PRIORITY
ACCT_SYN_000272,CUST_SYN_000272,SETTLEMENT,ACTIVE,GBP,SYN-BR-013,2024-10-20,278968.00,SG,STRATEGIC
ACCT_SYN_000273,CUST_SYN_000273,CHECKING,ACTIVE,USD,SYN-BR-014,2024-10-19,286887.00,US,STANDARD
ACCT_SYN_000274,CUST_SYN_000274,OPERATING,ACTIVE,EUR,SYN-BR-015,2024-10-18,294806.00,GB,PRIORITY
ACCT_SYN_000275,CUST_SYN_000275,SETTLEMENT,ACTIVE,GBP,SYN-BR-016,2024-10-17,302725.00,DE,STRATEGIC
ACCT_SYN_000276,CUST_SYN_000276,CHECKING,ACTIVE,USD,SYN-BR-017,2024-10-16,310644.00,SG,STANDARD
ACCT_SYN_000277,CUST_SYN_000277,OPERATING,ACTIVE,EUR,SYN-BR-018,2024-10-15,318563.00,US,PRIORITY
ACCT_SYN_000278,CUST_SYN_000278,SETTLEMENT,ACTIVE,GBP,SYN-BR-019,2024-10-14,326482.00,GB,STRATEGIC
ACCT_SYN_000279,CUST_SYN_000279,CHECKING,ACTIVE,USD,SYN-BR-020,2024-10-13,334401.00,DE,STANDARD
ACCT_SYN_000280,CUST_SYN_000280,OPERATING,ACTIVE,EUR,SYN-BR-001,2024-10-12,342320.00,SG,PRIORITY
ACCT_SYN_000281,CUST_SYN_000281,SETTLEMENT,ACTIVE,GBP,SYN-BR-002,2024-10-11,350239.00,US,STRATEGIC
ACCT_SYN_000282,CUST_SYN_000282,CHECKING,ACTIVE,USD,SYN-BR-003,2024-10-10,358158.00,GB,STANDARD
ACCT_SYN_000283,CUST_SYN_000283,OPERATING,ACTIVE,EUR,SYN-BR-004,2024-10-09,366077.00,DE,PRIORITY
ACCT_SYN_000284,CUST_SYN_000284,SETTLEMENT,ACTIVE,GBP,SYN-BR-005,2024-10-08,373996.00,SG,STRATEGIC
ACCT_SYN_000285,CUST_SYN_000285,CHECKING,ACTIVE,USD,SYN-BR-006,2024-10-07,381915.00,US,STANDARD
ACCT_SYN_000286,CUST_SYN_000286,OPERATING,ACTIVE,EUR,SYN-BR-007,2024-10-06,389834.00,GB,PRIORITY
ACCT_SYN_000287,CUST_SYN_000287,SETTLEMENT,ACTIVE,GBP,SYN-BR-008,2024-10-05,397753.00,DE,STRATEGIC
ACCT_SYN_000288,CUST_SYN_000288,CHECKING,ACTIVE,USD,SYN-BR-009,2024-10-04,405672.00,SG,STANDARD
ACCT_SYN_000289,CUST_SYN_000289,OPERATING,ACTIVE,EUR,SYN-BR-010,2024-10-03,413591.00,US,PRIORITY
ACCT_SYN_000290,CUST_SYN_000290,SETTLEMENT,ACTIVE,GBP,SYN-BR-011,2024-10-02,421510.00,GB,STRATEGIC
ACCT_SYN_000291,CUST_SYN_000291,CHECKING,ACTIVE,USD,SYN-BR-012,2024-10-01,429429.00,DE,STANDARD
ACCT_SYN_000292,CUST_SYN_000292,OPERATING,ACTIVE,EUR,SYN-BR-013,2024-09-30,437348.00,SG,PRIORITY
ACCT_SYN_000293,CUST_SYN_000293,SETTLEMENT,ACTIVE,GBP,SYN-BR-014,2024-09-29,445267.00,US,STRATEGIC
ACCT_SYN_000294,CUST_SYN_000294,CHECKING,ACTIVE,USD,SYN-BR-015,2024-09-28,453186.00,GB,STANDARD
ACCT_SYN_000295,CUST_SYN_000295,OPERATING,ACTIVE,EUR,SYN-BR-016,2024-09-27,461105.00,DE,PRIORITY
ACCT_SYN_000296,CUST_SYN_000296,SETTLEMENT,ACTIVE,GBP,SYN-BR-017,2024-09-26,469024.00,SG,STRATEGIC
ACCT_SYN_000297,CUST_SYN_000297,CHECKING,ACTIVE,USD,SYN-BR-018,2024-09-25,476943.00,US,STANDARD
ACCT_SYN_000298,CUST_SYN_000298,OPERATING,ACTIVE,EUR,SYN-BR-019,2024-09-24,484862.00,GB,PRIORITY
ACCT_SYN_000299,CUST_SYN_000299,SETTLEMENT,ACTIVE,GBP,SYN-BR-020,2024-09-23,492781.00,DE,STRATEGIC
ACCT_SYN_000300,CUST_SYN_000300,CHECKING,ACTIVE,USD,SYN-BR-001,2024-09-22,500700.00,SG,STANDARD
ACCT_SYN_000301,CUST_SYN_000301,OPERATING,ACTIVE,EUR,SYN-BR-002,2024-09-21,508619.00,US,PRIORITY
ACCT_SYN_000302,CUST_SYN_000302,SETTLEMENT,ACTIVE,GBP,SYN-BR-003,2024-09-20,516538.00,GB,STRATEGIC
ACCT_SYN_000303,CUST_SYN_000303,CHECKING,ACTIVE,USD,SYN-BR-004,2024-09-19,524457.00,DE,STANDARD
ACCT_SYN_000304,CUST_SYN_000304,OPERATING,ACTIVE,EUR,SYN-BR-005,2024-09-18,532376.00,SG,PRIORITY
ACCT_SYN_000305,CUST_SYN_000305,SETTLEMENT,ACTIVE,GBP,SYN-BR-006,2024-09-17,540295.00,US,STRATEGIC
ACCT_SYN_000306,CUST_SYN_000306,CHECKING,ACTIVE,USD,SYN-BR-007,2024-09-16,548214.00,GB,STANDARD
ACCT_SYN_000307,CUST_SYN_000307,OPERATING,ACTIVE,EUR,SYN-BR-008,2024-09-15,556133.00,DE,PRIORITY
ACCT_SYN_000308,CUST_SYN_000308,SETTLEMENT,ACTIVE,GBP,SYN-BR-009,2024-09-14,564052.00,SG,STRATEGIC
ACCT_SYN_000309,CUST_SYN_000309,CHECKING,ACTIVE,USD,SYN-BR-010,2024-09-13,571971.00,US,STANDARD
ACCT_SYN_000310,CUST_SYN_000310,OPERATING,ACTIVE,EUR,SYN-BR-011,2024-09-12,579890.00,GB,PRIORITY
ACCT_SYN_000311,CUST_SYN_000311,SETTLEMENT,ACTIVE,GBP,SYN-BR-012,2024-09-11,587809.00,DE,STRATEGIC
ACCT_SYN_000312,CUST_SYN_000312,CHECKING,ACTIVE,USD,SYN-BR-013,2024-09-10,595728.00,SG,STANDARD
ACCT_SYN_000313,CUST_SYN_000313,OPERATING,ACTIVE,EUR,SYN-BR-014,2024-09-09,603647.00,US,PRIORITY
ACCT_SYN_000314,CUST_SYN_000314,SETTLEMENT,ACTIVE,GBP,SYN-BR-015,2024-09-08,611566.00,GB,STRATEGIC
ACCT_SYN_000315,CUST_SYN_000315,CHECKING,ACTIVE,USD,SYN-BR-016,2024-09-07,619485.00,DE,STANDARD
ACCT_SYN_000316,CUST_SYN_000316,OPERATING,ACTIVE,EUR,SYN-BR-017,2024-09-06,627404.00,SG,PRIORITY
ACCT_SYN_000317,CUST_SYN_000317,SETTLEMENT,ACTIVE,GBP,SYN-BR-018,2024-09-05,635323.00,US,STRATEGIC
ACCT_SYN_000318,CUST_SYN_000318,CHECKING,ACTIVE,USD,SYN-BR-019,2024-09-04,643242.00,GB,STANDARD
ACCT_SYN_000319,CUST_SYN_000319,OPERATING,ACTIVE,EUR,SYN-BR-020,2024-09-03,651161.00,DE,PRIORITY
ACCT_SYN_000320,CUST_SYN_000320,SETTLEMENT,ACTIVE,GBP,SYN-BR-001,2024-09-02,659080.00,SG,STRATEGIC
ACCT_SYN_000321,CUST_SYN_000321,CHECKING,ACTIVE,USD,SYN-BR-002,2024-09-01,666999.00,US,STANDARD
ACCT_SYN_000322,CUST_SYN_000322,OPERATING,ACTIVE,EUR,SYN-BR-003,2024-08-31,674918.00,GB,PRIORITY
ACCT_SYN_000323,CUST_SYN_000323,SETTLEMENT,ACTIVE,GBP,SYN-BR-004,2024-08-30,682837.00,DE,STRATEGIC
ACCT_SYN_000324,CUST_SYN_000324,CHECKING,ACTIVE,USD,SYN-BR-005,2024-08-29,690756.00,SG,STANDARD
ACCT_SYN_000325,CUST_SYN_000325,OPERATING,ACTIVE,EUR,SYN-BR-006,2024-08-28,698675.00,US,PRIORITY
ACCT_SYN_000326,CUST_SYN_000326,SETTLEMENT,ACTIVE,GBP,SYN-BR-007,2024-08-27,706594.00,GB,STRATEGIC
ACCT_SYN_000327,CUST_SYN_000327,CHECKING,ACTIVE,USD,SYN-BR-008,2024-08-26,714513.00,DE,STANDARD
ACCT_SYN_000328,CUST_SYN_000328,OPERATING,ACTIVE,EUR,SYN-BR-009,2024-08-25,722432.00,SG,PRIORITY
ACCT_SYN_000329,CUST_SYN_000329,SETTLEMENT,ACTIVE,GBP,SYN-BR-010,2024-08-24,730351.00,US,STRATEGIC
ACCT_SYN_000330,CUST_SYN_000330,CHECKING,ACTIVE,USD,SYN-BR-011,2024-08-23,738270.00,GB,STANDARD
ACCT_SYN_000331,CUST_SYN_000331,OPERATING,ACTIVE,EUR,SYN-BR-012,2024-08-22,746189.00,DE,PRIORITY
ACCT_SYN_000332,CUST_SYN_000332,SETTLEMENT,ACTIVE,GBP,SYN-BR-013,2024-08-21,754108.00,SG,STRATEGIC
ACCT_SYN_000333,CUST_SYN_000333,CHECKING,ACTIVE,USD,SYN-BR-014,2024-08-20,762027.00,US,STANDARD
ACCT_SYN_000334,CUST_SYN_000334,OPERATING,ACTIVE,EUR,SYN-BR-015,2024-08-19,769946.00,GB,PRIORITY
ACCT_SYN_000335,CUST_SYN_000335,SETTLEMENT,ACTIVE,GBP,SYN-BR-016,2024-08-18,777865.00,DE,STRATEGIC
ACCT_SYN_000336,CUST_SYN_000336,CHECKING,ACTIVE,USD,SYN-BR-017,2024-08-17,785784.00,SG,STANDARD
ACCT_SYN_000337,CUST_SYN_000337,OPERATING,ACTIVE,EUR,SYN-BR-018,2024-08-16,793703.00,US,PRIORITY
ACCT_SYN_000338,CUST_SYN_000338,SETTLEMENT,ACTIVE,GBP,SYN-BR-019,2024-08-15,801622.00,GB,STRATEGIC
ACCT_SYN_000339,CUST_SYN_000339,CHECKING,ACTIVE,USD,SYN-BR-020,2024-08-14,809541.00,DE,STANDARD
ACCT_SYN_000340,CUST_SYN_000340,OPERATING,ACTIVE,EUR,SYN-BR-001,2024-08-13,817460.00,SG,PRIORITY
ACCT_SYN_000341,CUST_SYN_000341,SETTLEMENT,ACTIVE,GBP,SYN-BR-002,2024-08-12,825379.00,US,STRATEGIC
ACCT_SYN_000342,CUST_SYN_000342,CHECKING,ACTIVE,USD,SYN-BR-003,2024-08-11,833298.00,GB,STANDARD
ACCT_SYN_000343,CUST_SYN_000343,OPERATING,ACTIVE,EUR,SYN-BR-004,2024-08-10,841217.00,DE,PRIORITY
ACCT_SYN_000344,CUST_SYN_000344,SETTLEMENT,ACTIVE,GBP,SYN-BR-005,2024-08-09,849136.00,SG,STRATEGIC
ACCT_SYN_000345,CUST_SYN_000345,CHECKING,ACTIVE,USD,SYN-BR-006,2024-08-08,857055.00,US,STANDARD
ACCT_SYN_000346,CUST_SYN_000346,OPERATING,ACTIVE,EUR,SYN-BR-007,2024-08-07,864974.00,GB,PRIORITY
ACCT_SYN_000347,CUST_SYN_000347,SETTLEMENT,ACTIVE,GBP,SYN-BR-008,2024-08-06,872893.00,DE,STRATEGIC
ACCT_SYN_000348,CUST_SYN_000348,CHECKING,ACTIVE,USD,SYN-BR-009,2024-08-05,880812.00,SG,STANDARD
ACCT_SYN_000349,CUST_SYN_000349,OPERATING,ACTIVE,EUR,SYN-BR-010,2024-08-04,888731.00,US,PRIORITY
ACCT_SYN_000350,CUST_SYN_000350,SETTLEMENT,ACTIVE,GBP,SYN-BR-011,2024-08-03,896650.00,GB,STRATEGIC
ACCT_SYN_000351,CUST_SYN_000351,CHECKING,ACTIVE,USD,SYN-BR-012,2024-08-02,904569.00,DE,STANDARD
ACCT_SYN_000352,CUST_SYN_000352,OPERATING,ACTIVE,EUR,SYN-BR-013,2024-08-01,912488.00,SG,PRIORITY
ACCT_SYN_000353,CUST_SYN_000353,SETTLEMENT,ACTIVE,GBP,SYN-BR-014,2024-07-31,920407.00,US,STRATEGIC
ACCT_SYN_000354,CUST_SYN_000354,CHECKING,ACTIVE,USD,SYN-BR-015,2024-07-30,928326.00,GB,STANDARD
ACCT_SYN_000355,CUST_SYN_000355,OPERATING,ACTIVE,EUR,SYN-BR-016,2024-07-29,936245.00,DE,PRIORITY
ACCT_SYN_000356,CUST_SYN_000356,SETTLEMENT,ACTIVE,GBP,SYN-BR-017,2024-07-28,944164.00,SG,STRATEGIC
ACCT_SYN_000357,CUST_SYN_000357,CHECKING,ACTIVE,USD,SYN-BR-018,2024-07-27,952083.00,US,STANDARD
ACCT_SYN_000358,CUST_SYN_000358,OPERATING,ACTIVE,EUR,SYN-BR-019,2024-07-26,960002.00,GB,PRIORITY
ACCT_SYN_000359,CUST_SYN_000359,SETTLEMENT,ACTIVE,GBP,SYN-BR-020,2024-07-25,967921.00,DE,STRATEGIC
ACCT_SYN_000360,CUST_SYN_000360,CHECKING,ACTIVE,USD,SYN-BR-001,2024-07-24,25840.00,SG,STANDARD
ACCT_SYN_000361,CUST_SYN_000361,OPERATING,ACTIVE,EUR,SYN-BR-002,2024-07-23,33759.00,US,PRIORITY
ACCT_SYN_000362,CUST_SYN_000362,SETTLEMENT,ACTIVE,GBP,SYN-BR-003,2024-07-22,41678.00,GB,STRATEGIC
ACCT_SYN_000363,CUST_SYN_000363,CHECKING,ACTIVE,USD,SYN-BR-004,2024-07-21,49597.00,DE,STANDARD
ACCT_SYN_000364,CUST_SYN_000364,OPERATING,ACTIVE,EUR,SYN-BR-005,2024-07-20,57516.00,SG,PRIORITY
ACCT_SYN_000365,CUST_SYN_000365,SETTLEMENT,ACTIVE,GBP,SYN-BR-006,2024-07-19,65435.00,US,STRATEGIC
ACCT_SYN_000366,CUST_SYN_000366,CHECKING,ACTIVE,USD,SYN-BR-007,2024-07-18,73354.00,GB,STANDARD
ACCT_SYN_000367,CUST_SYN_000367,OPERATING,ACTIVE,EUR,SYN-BR-008,2024-07-17,81273.00,DE,PRIORITY
ACCT_SYN_000368,CUST_SYN_000368,SETTLEMENT,ACTIVE,GBP,SYN-BR-009,2024-07-16,89192.00,SG,STRATEGIC
ACCT_SYN_000369,CUST_SYN_000369,CHECKING,ACTIVE,USD,SYN-BR-010,2024-07-15,97111.00,US,STANDARD
ACCT_SYN_000370,CUST_SYN_000370,OPERATING,ACTIVE,EUR,SYN-BR-011,2024-07-14,105030.00,GB,PRIORITY
ACCT_SYN_000371,CUST_SYN_000371,SETTLEMENT,ACTIVE,GBP,SYN-BR-012,2024-07-13,112949.00,DE,STRATEGIC
ACCT_SYN_000372,CUST_SYN_000372,CHECKING,ACTIVE,USD,SYN-BR-013,2024-07-12,120868.00,SG,STANDARD
ACCT_SYN_000373,CUST_SYN_000373,OPERATING,ACTIVE,EUR,SYN-BR-014,2024-07-11,128787.00,US,PRIORITY
ACCT_SYN_000374,CUST_SYN_000374,SETTLEMENT,ACTIVE,GBP,SYN-BR-015,2024-07-10,136706.00,GB,STRATEGIC
ACCT_SYN_000375,CUST_SYN_000375,CHECKING,ACTIVE,USD,SYN-BR-016,2024-07-09,144625.00,DE,STANDARD
ACCT_SYN_000376,CUST_SYN_000376,OPERATING,ACTIVE,EUR,SYN-BR-017,2024-07-08,152544.00,SG,PRIORITY
ACCT_SYN_000377,CUST_SYN_000377,SETTLEMENT,ACTIVE,GBP,SYN-BR-018,2024-07-07,160463.00,US,STRATEGIC
ACCT_SYN_000378,CUST_SYN_000378,CHECKING,ACTIVE,USD,SYN-BR-019,2024-07-06,168382.00,GB,STANDARD
ACCT_SYN_000379,CUST_SYN_000379,OPERATING,ACTIVE,EUR,SYN-BR-020,2024-07-05,176301.00,DE,PRIORITY
ACCT_SYN_000380,CUST_SYN_000380,SETTLEMENT,ACTIVE,GBP,SYN-BR-001,2024-07-04,184220.00,SG,STRATEGIC
ACCT_SYN_000381,CUST_SYN_000381,CHECKING,ACTIVE,USD,SYN-BR-002,2024-07-03,192139.00,US,STANDARD
ACCT_SYN_000382,CUST_SYN_000382,OPERATING,ACTIVE,EUR,SYN-BR-003,2024-07-02,200058.00,GB,PRIORITY
ACCT_SYN_000383,CUST_SYN_000383,SETTLEMENT,ACTIVE,GBP,SYN-BR-004,2024-07-01,207977.00,DE,STRATEGIC
ACCT_SYN_000384,CUST_SYN_000384,CHECKING,ACTIVE,USD,SYN-BR-005,2024-06-30,215896.00,SG,STANDARD
ACCT_SYN_000385,CUST_SYN_000385,OPERATING,ACTIVE,EUR,SYN-BR-006,2024-06-29,223815.00,US,PRIORITY
ACCT_SYN_000386,CUST_SYN_000386,SETTLEMENT,ACTIVE,GBP,SYN-BR-007,2024-06-28,231734.00,GB,STRATEGIC
ACCT_SYN_000387,CUST_SYN_000387,CHECKING,ACTIVE,USD,SYN-BR-008,2024-06-27,239653.00,DE,STANDARD
ACCT_SYN_000388,CUST_SYN_000388,OPERATING,ACTIVE,EUR,SYN-BR-009,2024-06-26,247572.00,SG,PRIORITY
ACCT_SYN_000389,CUST_SYN_000389,SETTLEMENT,ACTIVE,GBP,SYN-BR-010,2024-06-25,255491.00,US,STRATEGIC
